Displacement,Speed,Class
0.0264118947798124,-0.5270655660597185,0
13.854387853569731,2.2335376490664203,0
10.650462001716733,-6.196870038299494,0
-9.152321990225571,-36.19344282645761,0
-238.53744341746915,-272.52655877926554,1
1.2230902620967754,29.87741230924712,0
118.63377462141216,-73.84170633740723,1
0.008096862576167,-0.1615778607447282,0
-424.84222278668585,-114.62591827045526,1
-5.194202952110118,33.297922229862706,0
13.7448564754377,1.9567169540177929,0
13.55636210877492,-0.9955383354772492,0
-12.859476457655546,0.8787514057767112,0
234.3172587454319,-300.6121577695012,1
3.681230354619856,-29.72143909442821,0
-12.69127577620202,-18.61719219670158,1
0.0,0.0,0
-3.4069370687834635,29.520747260894492,0
4.375741459385608,0.4394849500695272,0
0.4581990942333505,-251.84558958868183,1
-132.51894274612323,-238.9486869950888,1
-12.510868227686842,-0.6417890556367638,0
-0.0290015486843913,29.891673140104103,0
-231.81865407941584,-542.067305702828,1
0.0,0.0,0
0.0768876594293033,-1.534340420414992,0
-2.4600219049912084,30.03038009939792,0
240.55864834226668,302.16121575795114,1
26.55807549349765,3.541076732466536,0
0.3719877403082137,-7.42324360098246,0
80.13610490597785,223.34295795299116,1
-108.99061226022286,-98.01385325931004,1
-215.8889284058614,40.08133370533869,1
13.316710169679029,1.696851623245493,0
-14.409836080790228,-350.90155308716567,1
38.34688893160774,-31.90249090245652,1
-14.269180381395929,-5.820180756422815,0
-93.63981607251752,292.913919164178,1
-2.442359182850396,29.81476484069026,0
1.495497680743938,0.1724646518923691,0
247.7475767541082,271.0982775239254,1
-0.7433638736356443,-10.838940510008795,0
-12.898983067010704,-0.0438649573379734,0
-1.9189067455095028,89.80875107738939,0
-0.0289457719377423,29.834184476394512,0
-44.6824421424526,97.55203401367636,1
0.0,0.0,0
0.0,0.0,0
-91.06218983073268,-235.269055701604,1
239.56445909238573,313.0816743577361,1
-191.4102812062647,4.749928542070848,1
0.0,0.0,0
4.382499506092245,-39.40113994665808,0
414.9554579739788,-416.290787106952,1
1.7005477436196088,-36.38977859326769,0
0.0,0.0,0
-1.24915345416548,29.918203311624893,0
-3.411109923361892,29.556904601898168,0
346.47554063322605,-491.8958431005312,1
402.7129938835829,-370.1005951926181,1
358.013065504701,403.57747008016577,1
-79.3035976588726,9.969100495800376,1
-339.46559191681445,-163.93536441028118,1
4.764610977197663,-12.674891270253283,0
-12.81233495100514,-1.2896275203811456,0
-3.8277718295498735,33.17402252276315,0
-2.4452077375126464,29.849538181142638,0
-155.10108619026323,301.339454726035,1
-1.1641932623633693,29.79639319242324,0
3.678634529801912,-29.70048097939707,0
15.11000707563926,0.994508953357581,0
6.173045181489215,0.4193927383266782,0
-0.4448090251780741,33.349123080151,0
12.675648446409014,-3.938701121785925,0
20.933856111041223,-87.15257311732239,1
3.0556097859898728,-36.29922510642336,0
2.9689654938179046,-35.265095952735464,0
6.623215435116435,-3.256843737039162,0
0.0,0.0,0
35.6999350246042,-36.13078999333084,1
213.6890495661646,50.1583063043654,1
-4.733450097703098,30.34422310514856,0
168.89887377619743,174.02699058875442,1
-0.0223708911794346,-38.35768928834568,0
-117.07942001484388,30.74049517864023,1
-12.863201759837466,0.6473214401066798,0
0.5239040691376431,-10.45482715513208,0
-46.30834537538794,-131.13282757187608,1
5.19525542577594,0.4687974592961836,0
-32.22340005876504,197.86796637781936,1
100.18116859184649,-335.4061019210721,1
-2.441455597706863,29.803734448938485,0
0.0,0.0,0
117.07263832347326,115.04467775397096,1
0.0014875561364533,-0.0296850954309775,0
-0.0290190064097259,29.90966668335568,0
-94.54365527635764,425.652709364138,1
1.9527414859880992,-0.5124207027329248,0
36.60687027700715,-338.34944043752694,1
26.996736657923066,-370.5401301799475,1
0.0,0.0,0
-21.731318231572917,36.932745413012526,1
-4.944371357851196e-05,0.0009866796435744,0
0.0,0.0,0
0.3047127809177254,-6.080730507980661,0
-11.115703488380404,-1.373580917684194,0
38.34688893160774,-31.90249090245652,1
-62.26185564883053,-381.2621804885566,1
-3.4752727729205617,30.112868867488032,0
67.04142624513588,-16.4964367338971,1
260.0611999368598,-61.66720106888806,1
-5.505518072902305,38.57943822480047,0
-1.936613934034085,30.05715814004634,0
0.0,0.0,0
0.0,0.0,0
13.558793496451472,-0.681517032913689,0
-420.01343672163785,79.19884943403304,1
-3.824845291055226,33.14865918914529,0
0.0,0.0,0
7.18489649518051,-13.851762305695049,0
6.167698908678176,-39.1753967703944,0
5.963072681595804,-37.87994844094101,0
127.5356363833207,-114.08453615854069,1
-0.0291473161005342,30.041914494700904,0
13.50042796370235,0.0460060484192581,0
0.0,0.0,0
118.7138431606336,120.07476439689344,1
-0.012381794275825,0.24708630195164,0
-0.1613146654590309,3.219133128219255,0
0.0,0.0,0
-0.4073357363836294,30.48804399920118,0
0.0,0.0,0
87.57582656107843,-161.72225237824023,1
399.5324623771012,-237.50579562038183,1
0.0,0.0,0
-203.84680989483692,-394.7458732851292,1
11.23014047660854,0.8765239600488712,0
0.0,0.0,0
333.53456978645045,25.990476001205025,1
-3.4068054749500334,29.51960701432381,0
-30.864711998971416,-183.89761319163608,1
3.3272780678430536,-39.52651812089152,0
-313.0887475640625,-186.07053412898856,1
-2.448125491959672,29.88515626849221,0
239.56445909238573,313.0816743577361,1
-4.75292293623852,30.469055551843667,0
15.974593401077982,5.909794845430952,0
5.0881191720063725,-41.070384378926974,0
11.226882692552865,2.6838768055031323,0
